,Unnamed: 0,corredor,cod_mpio,departamento,cod_dpto,municipio,info_type,category,sub_category,keyword,place_id,name,types,latitude,longitude,address,average_rating,user_ratings_total,place_link,phone,website,opening_hours,review_1_rating,review_1_text,review_2_rating,review_2_text,review_3_rating,review_3_text,review_4_rating,review_4_text,review_5_rating,review_5_text,city
2473,2473,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 2,Naturaleza & Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJR-3TvQlNao4RsWpnpAQC_EY,Mirador laguna negra oceta,"point_of_interest,park,establishment",5.7088972,-72.78859729999999,"P656+HH, Mongüa",4.5,14,https://maps.google.com/?cid=5114965495747406513,,,,5.0,"We got to Mongua with the bus from Sogamoso (about 1h, 7000 pesos). The path to the Paramo seems to be closed from Mongui at the moment.
In about 2.5h we got to Laguna Negra. On the opposite site there are 2 waterfalls and if you go a little further you can see the frajelones. The Laguna is sacred and swimming is not allowed. On our way back we were approached by a man who said that people have to register and that a contribution (on a volunteer basis) was welcome (not sure if it was a scam). He was not aggressive in any way.",5.0,"It's very beautiful, the energy you take with you is incredible, the walk is not hard at all, if you go with children it's perfect :)",1.0,"The landscape is beautiful, but a very bad experience for the people who live in those parts, they are aggressive people, be very careful because many are armed and are rude and violent. Furthermore, they ask for money the hard way, without even seeing their own intervention for the preservation of the ecosystem, they only care about money. They don't give anything back for the same environment, terrible! and Go accompanied if they decide to go and risk their lives.",5.0,Tremendous scenery.... I was fortunate enough to see two waterfalls in all their splendor in the black lagoon.,5.0,"Magnificent place, an unparalleled experience with nature.",P656+HH
2474,2474,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 1,Naturaleza y Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJE2XvytRbao4RxVoO-taXku0,El Mirador del Lago Camping,"establishment,tourist_attraction,point_of_interest",5.5639214,-72.94617219999999,"Vereda Arbolocos km1 túnel playa blanca, Cuitiva",4.3,63,https://maps.google.com/?cid=17118912083162716869,312 6467524,http://www.elmiradordellago.co/,Monday: 10:00 AM – 10:00 PM|Tuesday: 10:00 AM – 10:00 PM|Wednesday: 10:00 AM – 10:00 PM|Thursday: 10:00 AM – 10:00 PM|Friday: 10:00 AM – 10:00 PM|Saturday: 10:00 AM – 10:00 PM|Sunday: 10:00 AM – 3:00 PM,5.0,"A spectacular place to camp. The staff is very friendly. There are two areas: the upper one is the lake viewpoint, and the lower one, where I stayed, is on the lakeshore. The sound of the water, nature, and the tranquility you feel are beautiful. If you're looking for a relaxing trip, this is the place. It has restrooms and a restaurant.",5.0,"Highly recommended. Beautiful, quiet and cozy. Perfect for a plan with family or friends. The hosts are very friendly, the place is safe, clean and environmentally friendly. It has bathrooms, showers and restaurant service. The access roads are in perfect condition, you can also go to Iza to eat desserts, it is a beautiful town. Many thanks to the Mirador del Lago family for the beautiful experience this weekend",4.0,"Good place to camp, tidy, with places to walk and with excellent panoramic views, the hosts collaborate a lot and provide good services, they provide both firewood and a grill to make barbecues, there are bathrooms and showers, restaurant service, in case you don't want to cook, we really recommend it, you should be well dressed and there are excellent panoramic views at dawn. Reasonable prices and good breakfast.",1.0,"The place is very nice... as for the lagoon...
but the service was very poor... they made us pay for everything at the start... they didn't even let us unload.
They told us they didn't have electricity to inflate the mattresses... that it was a place without electricity... ten minutes later, their house was full of light... very poor service!!!
It makes no sense that they make people walk so far and carry so much stuff when they have access to cars...
I wouldn't go back to this place.",1.0,"The worst service. There is no access. Everything has to be charged, because there is no vehicular access. They do not even provide electricity to inflate the mattresses. Disgusting bathrooms. That is why they charge in advance. Avoid at all costs",Vereda Arbolocos km1 túnel playa blanca
2475,2475,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 2,Naturaleza & Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJE2XvytRbao4RxVoO-taXku0,El Mirador del Lago Camping,"establishment,tourist_attraction,point_of_interest",5.5639214,-72.94617219999999,"Vereda Arbolocos km1 túnel playa blanca, Cuitiva",4.3,63,https://maps.google.com/?cid=17118912083162716869,312 6467524,http://www.elmiradordellago.co/,Monday: 10:00 AM – 10:00 PM|Tuesday: 10:00 AM – 10:00 PM|Wednesday: 10:00 AM – 10:00 PM|Thursday: 10:00 AM – 10:00 PM|Friday: 10:00 AM – 10:00 PM|Saturday: 10:00 AM – 10:00 PM|Sunday: 10:00 AM – 3:00 PM,5.0,"A spectacular place to camp. The staff is very friendly. There are two areas: the upper one is the lake viewpoint, and the lower one, where I stayed, is on the lakeshore. The sound of the water, nature, and the tranquility you feel are beautiful. If you're looking for a relaxing trip, this is the place. It has restrooms and a restaurant.",5.0,"Highly recommended. Beautiful, quiet and cozy. Perfect for a plan with family or friends. The hosts are very friendly, the place is safe, clean and environmentally friendly. It has bathrooms, showers and restaurant service. The access roads are in perfect condition, you can also go to Iza to eat desserts, it is a beautiful town. Many thanks to the Mirador del Lago family for the beautiful experience this weekend",4.0,"Good place to camp, tidy, with places to walk and with excellent panoramic views, the hosts collaborate a lot and provide good services, they provide both firewood and a grill to make barbecues, there are bathrooms and showers, restaurant service, in case you don't want to cook, we really recommend it, you should be well dressed and there are excellent panoramic views at dawn. Reasonable prices and good breakfast.",1.0,"The place is very nice... as for the lagoon...
but the service was very poor... they made us pay for everything at the start... they didn't even let us unload.
They told us they didn't have electricity to inflate the mattresses... that it was a place without electricity... ten minutes later, their house was full of light... very poor service!!!
It makes no sense that they make people walk so far and carry so much stuff when they have access to cars...
I wouldn't go back to this place.",1.0,"The worst service. There is no access. Everything has to be charged, because there is no vehicular access. They do not even provide electricity to inflate the mattresses. Disgusting bathrooms. That is why they charge in advance. Avoid at all costs",Vereda Arbolocos km1 túnel playa blanca
2476,2476,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 1,Naturaleza y Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJObGFBHlZao4Rc89BA1i4dxc,Xieti — Reserva Natural,"lodging,point_of_interest,establishment,travel_agency,park",5.5522578,-72.9496171,"LAGO DE TOTA Vereda Guáquira Km. 3 vía El Túnel-Playa Blanca, Tota",4.9,28,https://maps.google.com/?cid=1691022873252188019,313 3733773,https://xieti.abctota.org/,Monday: 9:00 – 10:00 AM|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: Closed|Sunday: Closed,5.0,"A house by the lake has always been my dream.
Here in Colombia I have found absolute paradise:
The guesthouse in the Xieti Nature Reserve is located directly on Lake Tota - a high Andean wetland surrounded by páramos!

The place is fully sustainable: rainwater is harvested for house consumption and the domestic water outflow is filtered by using natural green filters.

I also learned a lot about further sustainable projects that Felipe (from NGO Fundación Montecito) runs at this wetland area: for example planting native trees grown from their plant nursery or educate the people to raise awareness how important it is to protect and preserve the wetlands.

I highly recommend this place!",5.0,"Xieti is one of my favorite places around Lake Tota. The owners Felipe and Juanita were incredibly hospitable and knowledgeable of the region. During my stay, I ""adopted"" a plot within the reserve to plant native trees, which contributes to the ecological restoration of Lake Tota. I'm excited to see updates on my little ""forest"" for years to come! Overall, I really enjoyed my stay here and would highly recommend it to anyone! Thanks again!

-Casey",5.0,"Xieti is a wonderful and charming place. When you are there enjoing the sun rise, it is time to feel the thge wonder of the nature.  Xieti's cabin has been coceived to provide what you need in this wonderful place.  For me, it is important to have comfortable bed, clean bathroom, hot water and some others that you find charmingly intalled, always respecting the environment and nature.  Mountain hikes, local people interaction and quiet (if you want), as well as nice bird observation is possible there.  Return to this place is in my hearth all the time !!",5.0,"Xieti is a wonderful natural reserve and the perfect place for someone who feels the need to disconnect from society and connect with oneself and nature. The house is located just next to the lake and you have an amazing view over the lake, especially at sunrise if you are like me and like to get up early! If you are lucky you will see clouds forming and dissolving as the sun rises with a golden tint.
The house is beautiful and it has everything you need. The beds are comfortable, the kitchen is well-equipped, there is a hammock... and a fireplace! What more could you want? We would like to thank Felipe & Juanita who were great hosts during our stay. They explained a lot about the work they do to conserve the flora & fauna of and around the lake (Great job!!) and also gave us many tips on what to do around the lake and surroundings.

PS. The lake is not as cold as they say it is - You can go for a swim!!",5.0,"The landscape around lake Tota is astonishing and unique, as is the whole region Boyacá.  You will find calm and peace there in this rural flora and fauna. I especially enjoyed hiking to the local beach, playa blanca. You'll be able to meet locals as well as tourists there, it's a popular sight. The hostel itself has a great view and the furnishings is modest and beatiful so you'll have just everything you need. I really enjoyed Xieti,  also because the owners are very caring people and gave a lot of recommendations.  Also, don't forget your sunscreen,  very important!",LAGO DE TOTA Vereda Guáquira Km. 3 vía El Túnel-Playa Blanca
2477,2477,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 2,Naturaleza & Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJObGFBHlZao4Rc89BA1i4dxc,Xieti — Reserva Natural,"lodging,point_of_interest,establishment,travel_agency,park",5.5522578,-72.9496171,"LAGO DE TOTA Vereda Guáquira Km. 3 vía El Túnel-Playa Blanca, Tota",4.9,28,https://maps.google.com/?cid=1691022873252188019,313 3733773,https://xieti.abctota.org/,Monday: 9:00 – 10:00 AM|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: Closed|Sunday: Closed,5.0,"A house by the lake has always been my dream.
Here in Colombia I have found absolute paradise:
The guesthouse in the Xieti Nature Reserve is located directly on Lake Tota - a high Andean wetland surrounded by páramos!

The place is fully sustainable: rainwater is harvested for house consumption and the domestic water outflow is filtered by using natural green filters.

I also learned a lot about further sustainable projects that Felipe (from NGO Fundación Montecito) runs at this wetland area: for example planting native trees grown from their plant nursery or educate the people to raise awareness how important it is to protect and preserve the wetlands.

I highly recommend this place!",5.0,"Xieti is one of my favorite places around Lake Tota. The owners Felipe and Juanita were incredibly hospitable and knowledgeable of the region. During my stay, I ""adopted"" a plot within the reserve to plant native trees, which contributes to the ecological restoration of Lake Tota. I'm excited to see updates on my little ""forest"" for years to come! Overall, I really enjoyed my stay here and would highly recommend it to anyone! Thanks again!

-Casey",5.0,"Xieti is a wonderful and charming place. When you are there enjoing the sun rise, it is time to feel the thge wonder of the nature.  Xieti's cabin has been coceived to provide what you need in this wonderful place.  For me, it is important to have comfortable bed, clean bathroom, hot water and some others that you find charmingly intalled, always respecting the environment and nature.  Mountain hikes, local people interaction and quiet (if you want), as well as nice bird observation is possible there.  Return to this place is in my hearth all the time !!",5.0,"Xieti is a wonderful natural reserve and the perfect place for someone who feels the need to disconnect from society and connect with oneself and nature. The house is located just next to the lake and you have an amazing view over the lake, especially at sunrise if you are like me and like to get up early! If you are lucky you will see clouds forming and dissolving as the sun rises with a golden tint.
The house is beautiful and it has everything you need. The beds are comfortable, the kitchen is well-equipped, there is a hammock... and a fireplace! What more could you want? We would like to thank Felipe & Juanita who were great hosts during our stay. They explained a lot about the work they do to conserve the flora & fauna of and around the lake (Great job!!) and also gave us many tips on what to do around the lake and surroundings.

PS. The lake is not as cold as they say it is - You can go for a swim!!",5.0,"The landscape around lake Tota is astonishing and unique, as is the whole region Boyacá.  You will find calm and peace there in this rural flora and fauna. I especially enjoyed hiking to the local beach, playa blanca. You'll be able to meet locals as well as tourists there, it's a popular sight. The hostel itself has a great view and the furnishings is modest and beatiful so you'll have just everything you need. I really enjoyed Xieti,  also because the owners are very caring people and gave a lot of recommendations.  Also, don't forget your sunscreen,  very important!",LAGO DE TOTA Vereda Guáquira Km. 3 vía El Túnel-Playa Blanca
2478,2478,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 1,Naturaleza y Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJYTSIbGtFao4ROl0j2DjeYUk,Humedal Cuchavira,"point_of_interest,establishment,park",5.7047048,-72.91949699999999,Sogamoso,4.7,3,https://maps.google.com/?cid=5287751773235404090,,,,5.0,natural and ancestral site,5.0,,4.0,,,,,,
2479,2479,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 2,Naturaleza & Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJYTSIbGtFao4ROl0j2DjeYUk,Humedal Cuchavira,"point_of_interest,establishment,park",5.7047048,-72.91949699999999,Sogamoso,4.7,3,https://maps.google.com/?cid=5287751773235404090,,,,5.0,natural and ancestral site,5.0,,4.0,,,,,,
2480,2480,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 1,Naturaleza y Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJC5QK8GlNao4RofBI9RQZ74g,Páramo de Siscunsí,"point_of_interest,establishment",5.6396897,-72.7911405,Sogamoso,5.0,20,https://maps.google.com/?cid=9867132886397284513,322 3025592,https://situr.boyaca.gov.co/atractivo-turistico/paramo-y-laguna-de-siscunsi/,,5.0,"You absolutely must go with a guide to appreciate everything you see and experience. I was fortunate enough to visit under the guidance of Alfonzo Montañ of the Moisua agency in Ocetá, and it was excellent service at a fair and affordable price.",5.0,"Perfect place for a short walk (1 hour plus 1 hour to return, by far), the walk is moderately demanding in some sections, not all the way to the lagoon is very well marked and it may happen that your feet get buried in some places (like me), it is best to bring a change of clothes and get wet when you have to get wet... Beautiful place.",5.0,"Haven of Peace, a unique ecotourism site. This is the most beautiful Páramo in the world!",5.0,"Pleasant place to disconnect from the world, silence, fresh air, easy access and excellent quality of the road despite being uncovered (it takes about 20 minutes to get there). Beautiful views, two water bodies, the main one being the lagoon, make it a highly recommended place to visit, from a mere leisure plan for family or friends, to more professional topics.",5.0,An impressive place to learn more about the history of the paramos and their protection.,
2481,2481,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 2,Naturaleza & Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJC5QK8GlNao4RofBI9RQZ74g,Páramo de Siscunsí,"point_of_interest,establishment",5.6396897,-72.7911405,Sogamoso,5.0,20,https://maps.google.com/?cid=9867132886397284513,322 3025592,https://situr.boyaca.gov.co/atractivo-turistico/paramo-y-laguna-de-siscunsi/,,5.0,"You absolutely must go with a guide to appreciate everything you see and experience. I was fortunate enough to visit under the guidance of Alfonzo Montañ of the Moisua agency in Ocetá, and it was excellent service at a fair and affordable price.",5.0,"Perfect place for a short walk (1 hour plus 1 hour to return, by far), the walk is moderately demanding in some sections, not all the way to the lagoon is very well marked and it may happen that your feet get buried in some places (like me), it is best to bring a change of clothes and get wet when you have to get wet... Beautiful place.",5.0,"Haven of Peace, a unique ecotourism site. This is the most beautiful Páramo in the world!",5.0,"Pleasant place to disconnect from the world, silence, fresh air, easy access and excellent quality of the road despite being uncovered (it takes about 20 minutes to get there). Beautiful views, two water bodies, the main one being the lagoon, make it a highly recommended place to visit, from a mere leisure plan for family or friends, to more professional topics.",5.0,An impressive place to learn more about the history of the paramos and their protection.,
2482,2482,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 1,Naturaleza y Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJ6crZaRpMao4RuslH5zCkHUk,Mirador Paramos De Ocetá,"establishment,point_of_interest",5.703831999999999,-72.79392659999999,Mongua,5.0,1,https://maps.google.com/?cid=5268547669038975418,,,,5.0,,,,,,,,,,
2483,2483,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 2,Naturaleza & Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJ6crZaRpMao4RuslH5zCkHUk,Mirador Paramos De Ocetá,"establishment,point_of_interest",5.703831999999999,-72.79392659999999,Mongua,5.0,1,https://maps.google.com/?cid=5268547669038975418,,,,5.0,,,,,,,,,,
2484,2484,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 1,Naturaleza y Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJ_SDWcgZfao4RhayjeMUUSQg,Reserva Mata de Mora,"point_of_interest,park,establishment",5.4934555,-73.0759446,Pesca,,0,https://maps.google.com/?cid=597031263968406661,,,,,,,,,,,,,,
2485,2485,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 2,Naturaleza & Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJ_SDWcgZfao4RhayjeMUUSQg,Reserva Mata de Mora,"point_of_interest,park,establishment",5.4934555,-73.0759446,Pesca,,0,https://maps.google.com/?cid=597031263968406661,,,,,,,,,,,,,,
2486,2486,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 1,Naturaleza y Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJ2bjYY9hrao4RD6O17UJ28L8,Posada Rural Mundo Silvestre,"establishment,restaurant,park,point_of_interest,lodging,food",5.759927999999999,-73.10418299999999,"QV5W+X8, Paipa",4.9,22,https://maps.google.com/?cid=13830684485482816271,312 4710998,,,5.0,"The Mundo Silvestre Rural Inn hides a culinary secret, offering not only a relaxing spot for tourists looking for a natural experience, but also for those who enjoy ancestral family recipes. This inn has a restaurant open to the public on Sundays. Its specialty is traditional soups, stewed oxtail, tongue in sauce, braised beef flank steak, trout in sauce, and chicken breast. We had the opportunity to enjoy a delicious wheat cuchuco (a type of stewed oxtail) and a delicious stewed oxtail. This place, with its delicious food that showcases Cundiboyacense recipes, is well worth a visit.",5.0,"A wonderful place, good service, good food and affordable prices. They have wifi and you can work while your children play in the recreational spaces. Lunch was spectacular.",5.0,"Excellent place to share with the family and have contact with nature, we spent quality time, delicious food and at a good price.",5.0,"A wonderful place, an incredible view of the lake and the countryside, it is a very comfortable and beautiful place, it has top quality attention from its hosts, its food is exquisite, it has everything from executive dishes, breakfast and dinners; If you are looking for a place like home and well located from the tourist sites of Paipa, this is the place, highly recommended.",5.0,"If you are looking for a place where they welcome you like your old friends, where the food is delicious and everything is very clean, then this is the special place.  It is very close to the ITP Paipa (Thermal Pools), you go up a small hill and you arrive, you can see the city and breathe fresh air.   This lunch is like traveling back in time when you could eat a soup with natural products.  Thank you all very much, Luz Marina, Willian and grandma.  A delicious Cafe.",QV5W+X8
2487,2487,Corredor 2,15226,BOYACÁ,15,CUÍTIVA,Experiencia de alto valor turístico,Corredor 2,Naturaleza & Montaña,"""senderismo"", ""mirador"", ""parque natural"", ""reserva natural"", ""ciclomontañismo"", ""barranquismo"", ""camping"", ""caminata ecológica"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",ChIJ2bjYY9hrao4RD6O17UJ28L8,Posada Rural Mundo Silvestre,"establishment,restaurant,park,point_of_interest,lodging,food",5.759927999999999,-73.10418299999999,"QV5W+X8, Paipa",4.9,22,https://maps.google.com/?cid=13830684485482816271,312 4710998,,,5.0,"The Mundo Silvestre Rural Inn hides a culinary secret, offering not only a relaxing spot for tourists looking for a natural experience, but also for those who enjoy ancestral family recipes. This inn has a restaurant open to the public on Sundays. Its specialty is traditional soups, stewed oxtail, tongue in sauce, braised beef flank steak, trout in sauce, and chicken breast. We had the opportunity to enjoy a delicious wheat cuchuco (a type of stewed oxtail) and a delicious stewed oxtail. This place, with its delicious food that showcases Cundiboyacense recipes, is well worth a visit.",5.0,"A wonderful place, good service, good food and affordable prices. They have wifi and you can work while your children play in the recreational spaces. Lunch was spectacular.",5.0,"Excellent place to share with the family and have contact with nature, we spent quality time, delicious food and at a good price.",5.0,"A wonderful place, an incredible view of the lake and the countryside, it is a very comfortable and beautiful place, it has top quality attention from its hosts, its food is exquisite, it has everything from executive dishes, breakfast and dinners; If you are looking for a place like home and well located from the tourist sites of Paipa, this is the place, highly recommended.",5.0,"If you are looking for a place where they welcome you like your old friends, where the food is delicious and everything is very clean, then this is the special place.  It is very close to the ITP Paipa (Thermal Pools), you go up a small hill and you arrive, you can see the city and breathe fresh air.   This lunch is like traveling back in time when you could eat a soup with natural products.  Thank you all very much, Luz Marina, Willian and grandma.  A delicious Cafe.",QV5W+X8
2490,2490,Corredor 2,15238,BOYACÁ,15,DUITAMA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel"", ""hostal"", ""cabaña"", ""eco lodge"", ""glamping"", ""finca turística"", ""finca hotel""",ChIJywuQg80_ao4R0G8DWtAcPxw,RESERVA CAMPESTRE LA CABAÑA GLAMPING´S,"lodging,point_of_interest,establishment",5.8624556,-73.03884049999999,"Duitama, Boyacá, Vereda la Pradera 700 mts arriba del, Mirador Ruta del Mundial",4.9,37,https://maps.google.com/?cid=2035377237783703504,320 4831561,https://instagram.com/la_cabana_glamping?igshid=MzRlODBiNWFlZA==,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,"I love it, they have cabins of different sizes and day or weekend plans",5.0,"Nos fue muy bien, la atención de toda la familia fue excelente, nos recibieron con mucho cariño Diana es muy amable, al igual que los chicos. El Glamping espectacular, buena cama, buenas cobijas, muy atentos, en la noche pedimos domicilio de unas pizzas muy ricas gracias al consejo de ellos nos fue muy bien; la fogata con nuestro vino una experiencia única. En la mañana pudimos disfrutar en la terraza del glamping un desayuno completo, delicioso. Todo estuvo muy bien!! Volvería mil veces, aceptan mascotas y son muy amigables con ellos!! Eso me encanta, un lugar único para descansar...",5.0,"Excellent place, great attention, it is very pleasant, ideal to share with friends or family. Super recommended.",5.0,"Excellent place to rest and get away from the noise and stress of the city. The place has a spectacular view, the dome is spacious, comfortable, just like the photographs we saw when booking. The best of all is that it is Petfriendly, the hosts love animals and were super kind to our pets.

The attention, kindness and quality of services is excellent. In the place they offer activities to go for a walk, get to know the moor, to enjoy nature and recharge your energy. Breakfast is delicious and typical of the place. The pizza that can be prepared in the wood oven is highly recommended. It is a perfect place to go as a couple or as a family. Super recommended. Without a doubt we will return.",5.0,"A very nice, cozy place, with a spectacular view, very special attention from its owners, a nice place to visit and spend an unforgettable day, I recommend visiting it",Vereda la Pradera 700 mts arriba del
2492,2492,Corredor 2,15238,BOYACÁ,15,DUITAMA,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJxWlJBiE5ao4RNUetM74qbGk,Delicias caseras 2:0,"point_of_interest,establishment,food,restaurant",5.856731,-72.9444934,Floresta,5.0,1,https://maps.google.com/?cid=7596493667866330933,320 4763618,,,5.0,,,,,,,,,,
2493,2493,Corredor 2,15238,BOYACÁ,15,DUITAMA,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJ2UWjQFBAao4R5PNztNAQlgQ,Restaurante típicos,"establishment,food,restaurant,point_of_interest",5.774261,-73.0508155,Duitama,3.9,10,https://maps.google.com/?cid=330470111225050084,,,,4.0,Delicious traditional arepa and artisanal chorizo ​​without comparison..,5.0,"Food pleasant to the palate, similarly delicious",3.0,Very good food,5.0,Excellent food,5.0,Delicious,
2494,2494,Corredor 2,15238,BOYACÁ,15,DUITAMA,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJa_IG2Adrao4Rz6ezaS8HYYI,Restaurante,"food,establishment,restaurant,point_of_interest",5.770270099999999,-73.1471919,Paipa,4.0,2,https://maps.google.com/?cid=9394798197889804239,,,,4.0,,4.0,,,,,,,,
2496,2496,Corredor 2,15238,BOYACÁ,15,DUITAMA,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJyddBU-Vtao4RzM4ywtXRKGE,Piqueteadero San José Vereda Siatoca,"point_of_interest,restaurant,food,establishment",5.768823299999999,-73.2346755,Vereda Siatoca Sotaquira Boyaca Vereda,5.0,2,https://maps.google.com/?cid=7001076336763784908,314 3575412,,,5.0,A very pleasant atmosphere and very delicious food 😋,5.0,,,,,,,,
2498,2498,Corredor 2,15238,BOYACÁ,15,DUITAMA,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJu7miBbNrao4Rn3PWlEgw80o,Restaurante platos típicos de paipa,"establishment,point_of_interest,restaurant,food",5.7825587,-73.1213515,"55 #20-29, Paipa",,0,https://maps.google.com/?cid=5400713466440217503,,,,,,,,,,,,,,55 #20-29
2499,2499,Corredor 2,15238,BOYACÁ,15,DUITAMA,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJ1znPSalvao4RAApoNoD8oPw,CENADERO Y COMIDAS RÁPIDAS EL TRANSPORTADOR,"food,establishment,restaurant,point_of_interest",5.7249842,-73.22350569999999,Sotaquirá,,0,https://maps.google.com/?cid=18203827321430346240,310 5518565,,,,,,,,,,,,,
